dataset,runs,median_accuracy,mean_accuracy,minimum_accuracy,maximum_accuracy,sd_accuracy,mean_balanced_accuracy,mean_macro_f1,mean_log_loss,mean_brier,mean_fit_ms,mean_inference_ms,mean_fit_peak_memory_mb,mean_inference_peak_memory_kb
five_class_multiclass,3,0.8769230769230769,0.8717948717948718,0.8576923076923076,0.8807692307692307,0.012363737288692386,0.8715568576468949,0.8714520369412394,0.3815892170889676,0.20329010859165028,2716.537280003826,1.106035999337419,5.990035057067871,16.059895833333332
high_dimensional_sparse,3,0.6045454545454545,0.5772727272727273,0.4909090909090909,0.6363636363636364,0.07646640050745609,0.5772932669159512,0.5753067205027775,0.708077769354372,0.5122799742596719,10859.21613466565,0.9265213343029708,9.135624249776205,15.1015625
imbalanced_binary,3,0.975,0.9652777777777777,0.9375,0.9833333333333333,0.02441361434108003,0.8614507815763903,0.8909998326605022,0.12641506940422784,0.0675184430881505,2035.41092299978,1.012633667521319,4.968233426411946,13.78125
iris_small_multiclass,3,0.9666666666666667,0.9666666666666667,0.9333333333333333,1.0,0.033333333333333354,0.9666666666666667,0.9665831244778613,0.11415039857256822,0.05553341454426761,801.6500130000635,0.8440693327725554,0.3051013946533203,8.361979166666666
noisy_missing_binary,3,0.7958333333333333,0.7805555555555556,0.7375,0.8083333333333333,0.03780715047705399,0.7804986859284502,0.7799796773161995,0.46902052384925375,0.3105191305591175,2843.9093733326597,1.00726933367985,4.998018900553386,13.596354166666666
nonlinear_moons,3,0.9166666666666666,0.923611111111111,0.9166666666666666,0.9375,0.012028130608117197,0.923611111111111,0.9235996234831597,0.19197739582562262,0.11164617563411677,1644.1172333340418,0.896196666692495,0.9702545801798502,10.471354166666666
temporal_drift_binary,3,0.7583333333333333,0.7583333333333333,0.725,0.7916666666666666,0.033333333333333326,0.7581398602008701,0.7569403524287536,0.4999572650597678,0.3312066202117206,1705.3295049997927,0.9204460003192276,2.583941141764323,11.059895833333334
