Function,Output
Function 1,0.025559285339829783
Function 2,0.5848554940277205
Function 3,-0.06542982421105416
Function 4,-4.868852987697114
Function 5,4411.0387356061765
Function 6,-0.7268715077444687
Function 7,1.3579108517237013
Function 8,9.58024
