function,output
F1,0.00000014754580129542488
F2,0.5228458934672892
F3,-0.06037987403160633
F4,-22.55187651826871
F5,3238.333368768757
F6,-0.8733671274789931
F7,1.1968303712356705
F8,9.539439999999999
