index,dataset,seed,arm,accuracy,macro_f1,balanced_accuracy,log_loss,rescues,harms,net_rescue,intervention_rate,beacon_lock_rate,beacon_quality_mean,vmax,a0_thrust,brake_start
119,wine,127,adaptive_entry_combi_anchor,1.0,1.0,1.0,0.1291142837925876,0,0,0,0.0,0.8333333333333334,0.6671438378791548,0.2,0.0,0.1
120,wine,127,laser_targeting_lens,1.0,1.0,1.0,0.1291142837925876,0,0,0,0.0,0.8333333333333334,0.6671438378791548,0.2,0.0,0.1
121,wine,127,homing_vmax_acceleration,1.0,1.0,1.0,0.1291142837925876,0,0,0,0.0,0.8333333333333334,0.6671438378791548,0.2,0.0,0.1
122,wine,127,a0_maintenance_thrust,1.0,1.0,1.0,0.1291142837925876,0,0,0,0.0,0.8333333333333334,0.6671438378791548,0.2,0.0,0.1
123,wine,127,dynamic_precision_deceleration,1.0,1.0,1.0,0.1291142837925876,0,0,0,0.0,0.8333333333333334,0.6671438378791548,0.2,0.0,0.1
124,wine,127,terminal_micro_guidance,1.0,1.0,1.0,0.1291142837925876,0,0,0,0.0,0.8333333333333334,0.6671438378791548,0.2,0.0,0.1
125,wine,127,full_laser_homing_beacon_conduit,1.0,1.0,1.0,0.1291142837925876,0,0,0,0.0,0.8333333333333334,0.6671438378791548,0.2,0.0,0.1
126,wine,149,adaptive_entry_combi_anchor,1.0,1.0,1.0,0.0820552365941201,0,0,0,0.0,0.8611111111111112,0.708772599911414,0.2,0.0,0.1
127,wine,149,laser_targeting_lens,1.0,1.0,1.0,0.0820552365941201,0,0,0,0.0,0.8611111111111112,0.708772599911414,0.2,0.0,0.1
128,wine,149,homing_vmax_acceleration,1.0,1.0,1.0,0.0820552365941201,0,0,0,0.0,0.8611111111111112,0.708772599911414,0.2,0.0,0.1
129,wine,149,a0_maintenance_thrust,1.0,1.0,1.0,0.0820552365941201,0,0,0,0.0,0.8611111111111112,0.708772599911414,0.2,0.0,0.1
130,wine,149,dynamic_precision_deceleration,1.0,1.0,1.0,0.0820552365941201,0,0,0,0.0,0.8611111111111112,0.708772599911414,0.2,0.0,0.1
131,wine,149,terminal_micro_guidance,1.0,1.0,1.0,0.0820552365941201,0,0,0,0.0,0.8611111111111112,0.708772599911414,0.2,0.0,0.1
132,wine,149,full_laser_homing_beacon_conduit,1.0,1.0,1.0,0.0820552365941201,0,0,0,0.0,0.8611111111111112,0.708772599911414,0.2,0.0,0.1
133,wine,173,adaptive_entry_combi_anchor,0.9444444444444444,0.9451526251526252,0.9523809523809524,0.1428208564898722,0,0,0,0.0,0.8333333333333334,0.6723472198863263,0.2,0.0,0.1
134,wine,173,laser_targeting_lens,0.9444444444444444,0.9451526251526252,0.9523809523809524,0.1411768682321829,0,0,0,0.0,0.8333333333333334,0.6723472198863263,0.2,0.0,0.1
135,wine,173,homing_vmax_acceleration,0.9444444444444444,0.9451526251526252,0.9523809523809524,0.1426036071894985,0,0,0,0.0,0.8333333333333334,0.6723472198863263,0.2,0.0,0.1
136,wine,173,a0_maintenance_thrust,0.9444444444444444,0.9451526251526252,0.9523809523809524,0.1426036071894985,0,0,0,0.0,0.8333333333333334,0.6723472198863263,0.2,0.0,0.1
137,wine,173,dynamic_precision_deceleration,0.9444444444444444,0.9451526251526252,0.9523809523809524,0.1417553055790252,0,0,0,0.0,0.8333333333333334,0.6723472198863263,0.2,0.0,0.1
138,wine,173,terminal_micro_guidance,0.9444444444444444,0.9451526251526252,0.9523809523809524,0.1417518604539394,0,0,0,0.0,0.8333333333333334,0.6723472198863263,0.2,0.0,0.1
139,wine,173,full_laser_homing_beacon_conduit,0.9444444444444444,0.9451526251526252,0.9523809523809524,0.1417518604539394,0,0,0,0.0,0.8333333333333334,0.6723472198863263,0.2,0.0,0.1
140,digits,11,adaptive_entry_combi_anchor,0.9944444444444444,0.994443372564152,0.9945195195195196,0.1621648238654005,0,0,0,0.0,0.8611111111111112,0.6888996876795965,0.2,0.0,0.1
141,digits,11,laser_targeting_lens,0.9944444444444444,0.994443372564152,0.9945195195195196,0.1568644851912033,0,0,0,0.0,0.8611111111111112,0.6888996876795965,0.2,0.0,0.1
142,digits,11,homing_vmax_acceleration,0.9944444444444444,0.994443372564152,0.9945195195195196,0.1613996584161142,0,0,0,0.0,0.8611111111111112,0.6888996876795965,0.2,0.0,0.1
143,digits,11,a0_maintenance_thrust,0.9944444444444444,0.994443372564152,0.9945195195195196,0.1613996584161142,0,0,0,0.0,0.8611111111111112,0.6888996876795965,0.2,0.0,0.1
144,digits,11,dynamic_precision_deceleration,0.9944444444444444,0.994443372564152,0.9945195195195196,0.1586397462992707,0,0,0,0.0,0.8611111111111112,0.6888996876795965,0.2,0.0,0.1
145,digits,11,terminal_micro_guidance,0.9944444444444444,0.994443372564152,0.9945195195195196,0.1585930684227694,0,0,0,0.0,0.8611111111111112,0.6888996876795965,0.2,0.0,0.1
